count	q1	q2	q3	qd1	qd2	qd3	x	y	theta	qdd1	qdd2	qdd3	trq2	trq3	trq2_act	trq3_act	
309	-0.115876	0.801126	-1.76556	3.87737	-15.0507	1.88204	0.0874226	0.571884	0.490488	38.3635	-155.501	68.4767	-4.49283	1.72392	-1.5678	1.51114	
310	-0.108266	0.786302	-1.76349	3.89754	-15.2012	1.97172	0.0865677	0.572161	0.485343	32.5772	-156.614	72.3744	-4.47994	1.7371	-0.812236	1.5678	
311	-0.105175	0.771365	-1.76133	3.95242	-15.3187	2.06357	0.0883179	0.572026	0.475661	36.1246	-152.088	76.0778	-4.44742	1.7462	-0.566676	1.60558	
312	-0.105175	0.756327	-1.75906	4.00228	-15.4238	2.15654	0.0918517	0.571588	0.462887	35.6997	-143.384	79.2671	-4.38359	1.75705	-0.963349	1.53003	
313	-0.109694	0.741174	-1.7567	4.08685	-15.5428	2.253	0.0979834	0.570674	0.44558	42.2157	-135.87	82.7039	-3.36183	1.75675	-2.0967	1.73781	
314	-0.105517	0.725884	-1.75422	4.17558	-15.6799	2.35944	0.0991727	0.57056	0.436944	51.089	-132.049	86.8532	-1.93711	1.74653	-2.28559	1.51114	
315	-0.107235	0.710451	-1.75163	4.22688	-15.8276	2.46682	0.103749	0.569823	0.422384	50.4658	-133.196	90.5033	-2.02943	1.76316	-2.02114	1.49225	
316	-0.108953	0.694901	-1.74894	4.27818	-15.9532	2.56335	0.10834	0.56903	0.407808	51.1514	-134.472	92.6441	-1.9532	1.77695	-1.00113	1.62447	
317	-0.107867	0.679266	-1.74614	4.31203	-16.0401	2.66092	0.111345	0.568496	0.396055	49.0487	-130.062	94.4191	-1.99398	1.78977	-1.09557	1.53003	
318	-0.101449	0.663533	-1.74324	4.40172	-16.1358	2.76337	0.111333	0.56853	0.389643	59.0614	-125.105	96.7045	-1.1485	1.78291	-2.39893	1.90781	
319	-0.0905109	0.647682	-1.74022	4.44348	-16.2558	2.86944	0.108772	0.569041	0.387743	56.611	-120.512	98.7404	-1.19778	1.78691	-3.26783	1.53003	
320	-0.0981207	0.631685	-1.73709	4.51306	-16.4038	2.98265	0.116779	0.56745	0.367269	61.5514	-120.268	101.093	-1.1423	1.8063	-3.41895	1.54891	
321	-0.0947929	0.615533	-1.73384	4.57663	-16.5635	3.09494	0.118598	0.567055	0.357697	62.4208	-124.483	103.138	-1.15075	1.8166	-1.83225	1.79447	
322	-0.0947929	0.599251	-1.73047	4.61652	-16.7008	3.20638	0.122325	0.566227	0.344782	61.4238	-127.692	104.984	-1.14087	1.83224	-0.831125	1.60558	
323	-0.0838552	0.582852	-1.72699	4.65041	-16.8179	3.31758	0.119875	0.566696	0.342804	56.3559	-127.504	106.458	-1.21005	1.8386	-0.528898	1.70003	
324	-0.0925513	0.566339	-1.72339	4.68614	-16.936	3.42572	0.128556	0.564718	0.321192	51.0552	-125.609	106.628	-1.13903	1.86158	-1.45447	1.73781	
325	-0.0925513	0.549707	-1.71967	4.70442	-17.0595	3.54087	0.132328	0.563755	0.308278	47.7536	-123.189	107.405	-1.1315	1.87943	-1.17113	1.83225	
326	-0.0816136	0.53294	-1.71582	4.74319	-17.1953	3.66647	0.129954	0.564198	0.306298	46.5007	-124.212	110.312	-1.21281	1.88683	-0.264449	1.73781	
327	-0.079372	0.516047	-1.71184	4.81992	-17.3273	3.79407	0.132507	0.563478	0.295629	50.7882	-128.722	113.315	-1.22424	1.89707	1.15224	1.7567	
328	-0.0732493	0.499042	-1.70772	4.81896	-17.4436	3.92265	0.13289	0.563244	0.288867	41.7238	-130.783	115.929	-1.27712	1.91309	1.03891	1.60558	
329	-0.084187	0.48194	-1.70347	4.86525	-17.545	4.05093	0.142873	0.560633	0.265079	42.1769	-128.922	118.148	-1.17287	1.93584	0.321116	1.64336	
330	-0.0671267	0.464749	-1.69908	4.82952	-17.6372	4.17704	0.137144	0.561883	0.269335	31.6465	-123.339	119.439	-2.72298	1.94954	0.170003	1.87003	
331	-0.061004	0.447483	-1.69456	4.8912	-17.7137	4.3039	0.137566	0.561584	0.262712	31.4565	-115.021	120.896	-1.78694	1.95766	0.6989	1.96448	
332	-0.061004	0.43014	-1.68991	4.94816	-17.791	4.43415	0.141433	0.560409	0.250025	33.1633	-109.023	122.777	-1.39501	1.97202	1.20891	1.96448	
333	-0.0548813	0.412719	-1.68511	5.00983	-17.8709	4.56849	0.141876	0.560067	0.243525	35.942	-105.304	125.091	-1.45896	1.98306	0.850014	2.05892	
334	-0.037821	0.395215	-1.68017	5.0655	-17.9562	4.70488	0.136202	0.561227	0.248022	37.9364	-102.02	127.915	-1.63632	1.98945	-0.377784	1.81336	
335	-0.0167248	0.377627	-1.67507	5.12117	-18.0401	4.85516	0.128262	0.562835	0.25663	41.6752	-98.0679	131.429	-1.85784	1.99533	-0.812236	1.5678	
336	-0.0167248	0.359963	-1.66981	5.15435	-18.1219	5.00813	0.132193	0.561649	0.244225	41.1163	-92.6631	134.166	-1.877	2.01503	-0.415562	1.70003	
337	-0.0276624	0.342217	-1.66439	5.18128	-18.203	5.15942	0.142248	0.558896	0.220961	36.1363	-87.57	136.534	-1.78269	2.0409	-0.453341	1.51114	
338	-0.0236265	0.324372	-1.65881	5.27267	-18.3023	5.31091	0.143923	0.558158	0.212731	45.3715	-85.8703	138.826	-1.84503	2.05419	-1.45447	1.51114	
339	-0.0126889	0.306417	-1.65307	5.30689	-18.4166	5.46447	0.141765	0.558384	0.211453	44.1644	-87.1567	141.355	-1.98918	2.0699	-2.75782	1.85114	
340	-0.0297492	0.28834	-1.64717	5.42115	-18.5374	5.62192	0.155212	0.554449	0.18222	59.1629	-90.0161	144.488	-1.81949	2.09287	-1.90781	1.7567	
341	-0.0257133	0.270139	-1.6411	5.42115	-18.6681	5.77816	0.156932	0.553597	0.174123	52.9954	-95.4363	147.426	-1.89299	2.11573	-1.36002	1.88892	
342	-0.0257133	0.251803	-1.63486	5.44272	-18.8029	5.9342	0.160903	0.552066	0.162022	49.4565	-101.197	150.004	-1.92012	2.13918	-0.925571	1.88892	
343	-0.0427736	0.233335	-1.62847	5.46558	-18.9401	6.08608	0.174252	0.547582	0.132888	45.5754	-106.919	151.759	-1.72677	2.17177	-1.51114	1.66225	
344	-0.0598339	0.214756	-1.62192	5.48845	-19.0552	6.2345	0.187497	0.542746	0.103798	42.2947	-109.894	152.962	-1.51516	2.20578	-2.21004	2.07781	
345	-0.0556551	0.196088	-1.61523	5.48845	-19.1492	6.36607	0.189163	0.541698	0.0959972	36.7277	-110.908	151.091	-1.59176	2.22955	-1.34113	2.0967	
346	-0.0413177	0.177341	-1.6084	5.49045	-19.2301	6.50363	0.185336	0.542528	0.0984211	33.6102	-110.821	149.55	-1.81157	2.24791	-0.377784	2.2667	
347	-0.0303801	0.158495	-1.6014	5.50853	-19.3289	6.66317	0.183369	0.542683	0.097513	32.7248	-112.594	150.375	-1.98869	2.2684	0.132224	2.07781	
348	-0.0514763	0.139547	-1.59421	5.55583	-19.4341	6.84339	0.198713	0.536717	0.0646589	28.3151	-113.181	153.248	-1.71303	2.30774	-1.24669	1.77558	
349	-0.0371389	0.120515	-1.58684	5.5843	-19.5239	7.01943	0.194958	0.537538	0.0673374	27.7406	-110.735	155.496	-1.94578	2.3274	-1.13335	1.66225	
350	-0.00750041	0.101422	-1.57928	5.60873	-19.5892	7.19481	0.182951	0.541177	0.0854406	18.7585	-105.18	157.289	-2.40118	2.33849	0.207781	1.79447	
351	-0.0285966	0.0822655	-1.57153	5.65603	-19.6491	7.37139	0.198284	0.53516	0.0529306	23.4884	-98.1054	159.324	-2.12083	2.38116	0.812236	1.94559	
352	0.00104185	0.0630151	-1.56361	5.68047	-19.7467	7.54153	0.186351	0.538825	0.0712389	23.775	-94.3701	160.733	-2.59319	2.39231	0.113335	2.17226	
353	0.00104185	0.043673	-1.55552	5.70491	-19.8405	7.70771	0.190362	0.536791	0.0599934	23.9323	-90.0379	162.163	-2.63137	2.42344	-1.15224	2.22893	
354	0.00104185	0.0242638	-1.54726	5.72934	-19.9146	7.86622	0.194362	0.534701	0.0488469	24.0896	-85.9388	163.173	-2.66597	2.45542	-0.850014	2.38004	
355	-0.0242332	0.0048013	-1.53883	5.77664	-19.9655	8.02355	0.211745	0.527375	0.0125389	28.8195	-81.6333	165.747	-2.30811	2.5069	1.19002	2.2667	
356	-0.0198697	-0.0147277	-1.53024	5.83773	-20.0329	8.17475	0.213372	0.526008	0.00595991	34.7283	-80.2793	167.112	-2.40557	2.53626	1.41669	2.72004	
357	-0.0308074	-0.0343335	-1.52149	5.8547	-20.1145	8.32759	0.223005	0.521254	6.26735	34.6172	-78.5599	166.442	-2.26892	2.58111	0	2.15337	
358	-0.00116888	-0.0539866	-1.51257	5.88095	-20.1666	8.49135	0.211404	0.525309	0.00306775	32.5123	-73.2537	164.796	-2.76289	2.59273	-0.812236	1.87003	
359	-0.0264439	-0.0736574	-1.50347	5.90482	-20.1863	8.66219	0.228473	0.517331	6.25041	32.0526	-66.2386	164.276	-2.39104	2.65326	0.47223	2.19115	
360	-0.0264439	-0.0933526	-1.49419	5.93107	-20.2055	8.83586	0.232309	0.514817	6.23999	32.2337	-61.6327	164.105	-2.41579	2.69292	2.17226	2.22893	
361	-0.0264439	-0.113093	-1.48473	5.95495	-20.2536	9.0099	0.236124	0.512254	6.22972	29.8914	-60.4469	163.851	-2.44523	2.73358	0.982238	2.55004	
362	-0.0189237	-0.132852	-1.47508	5.9621	-20.2764	9.18213	0.236074	0.511437	6.22713	28.1625	-52.9782	164.061	-2.58731	2.76863	-0.396673	2.81449	
363	0.0107148	-0.152595	-1.46525	5.98835	-20.2655	9.3525	0.224667	0.515706	6.24685	28.3439	-42.4977	164.479	-3.06685	2.78218	-0.491119	3.00338	
364	0.0403533	-0.172316	-1.45524	6.0146	-20.2387	9.52945	0.213178	0.519715	6.26678	28.5253	-32.4121	166.323	-3.54928	2.79495	1.68114	3.09783	
365	0.0775121	-0.192051	-1.44505	6.02175	-20.2502	9.70507	0.197679	0.524956	0.0112109	24.5105	-28.47	168.152	-4.18544	2.79733	1.53003	3.04116	
366	0.0478736	-0.211814	-1.43463	6.03103	-20.2758	9.91625	0.217011	0.516392	6.25541	19.3297	-24.2854	174.15	-3.71011	2.87691	-0.24556	1.96448	
367	0.0850323	-0.231571	-1.42401	6.06082	-20.2752	10.1122	0.201601	0.521732	0.000249774	20.6125	-16.0678	178.462	-4.34955	2.87897	-0.850014	2.38004	
368	0.0553939	-0.251309	-1.41321	6.06361	-20.2514	10.2809	0.220792	0.513012	6.24486	18.2658	-8.47981	178.957	-3.84542	2.96048	0.151114	2.36115	
369	0.0553939	-0.271038	-1.40224	6.06876	-20.2396	10.4456	0.22458	0.510456	6.2361	16.3939	-5.32959	178.345	-3.84837	3.00677	0.793346	2.60671	
370	0.0675043	-0.290783	-1.3911	6.07218	-20.2606	10.5968	0.222173	0.510581	6.2396	14.1107	-5.50952	176.095	-4.06083	3.03788	-1.43558	3.07894	
371	0.0675043	-0.310527	-1.37982	6.07734	-20.2589	10.7413	0.225934	0.507978	6.23114	12.2387	-0.526562	173.135	-4.06347	3.08381	-2.49337	3.30561	
372	0.0720944	-0.330241	-1.36838	6.09985	-20.2323	10.8919	0.227337	0.506389	6.22746	13.7754	4.4181	170.979	-4.13192	3.12457	-2.85227	3.45672	
373	0.0796147	-0.349928	-1.35675	6.1003	-20.2012	11.0658	0.227243	0.50546	6.22692	11.1953	6.42709	171.329	-4.24398	3.16433	-2.30448	2.73893	
374	0.0871349	-0.369644	-1.34491	6.10075	-20.2225	11.2719	0.22715	0.504521	6.22656	8.61524	1.61804	174.241	-4.37838	3.20649	-2.70116	1.58669	
375	0.0499762	-0.389396	-1.33285	6.11999	-20.2642	11.4742	0.249324	0.492923	6.18171	9.82466	-1.39694	176.917	-3.79721	3.30573	-4.64674	2.13448	
376	0.0499762	-0.409177	-1.32063	6.12331	-20.2961	11.6361	0.252882	0.490067	6.17415	9.22831	-2.02859	171.989	-3.80977	3.35613	-4.25007	2.53115	
377	0.0128174	-0.42899	-1.30824	6.11992	-20.3282	11.7855	0.274332	0.477299	6.12957	5.90928	-5.29577	167.327	-3.28608	3.44641	-3.74006	2.68227	
378	0.059158	-0.448856	-1.29571	6.12016	-20.3822	11.9233	0.255454	0.486563	6.16857	5.65582	-13.0775	164.24	-3.97967	3.4451	-3.40006	3.36228	
379	0.059158	-0.468799	-1.28304	6.11753	-20.4618	12.0654	0.258957	0.483569	6.16131	4.87633	-22.2146	161.978	-4.0067	3.49623	-3.74006	3.81562	
380	0.0637497	-0.488797	-1.27016	6.11714	-20.5186	12.258	0.260222	0.481727	6.15878	4.49624	-25.8015	166.119	-4.09603	3.54629	-4.32563	2.22893	
381	0.0637497	-0.508819	-1.25705	6.1145	-20.5466	12.4773	0.263677	0.478667	6.15187	3.71675	-28.7769	173.605	-4.10225	3.60474	-3.94784	2.17226	
382	0.0591596	-0.528874	-1.24371	6.11099	-20.573	12.6998	0.26928	0.474342	6.14056	1.11437	-34.0775	180.788	-4.03781	3.66973	-2.75782	2.19115	
383	0.0683414	-0.549001	-1.23016	6.11358	-20.6465	12.8946	0.268322	0.473665	6.14316	1.32763	-44.5266	182.878	-4.19992	3.71695	-4.11785	2.19115	
384	0.0683414	-0.569182	-1.21647	6.11304	-20.7077	13.0422	0.271696	0.47048	6.13668	1.2286	-48.5178	177.037	-4.21593	3.77182	-3.30561	3.41895	
385	0.0683414	-0.589387	-1.20261	6.11103	-20.7319	13.1859	0.275032	0.467247	6.13032	-0.896006	-46.7647	171.163	-4.21615	3.82606	-1.94559	3.96673	
386	0.119265	-0.609602	-1.18858	6.1108	-20.7431	13.3695	0.254347	0.477545	6.17507	-1.2516	-44.7069	173.34	-5.04067	3.81376	-1.62447	2.73893	
387	0.119265	-0.629865	-1.17432	6.1088	-20.7848	13.5756	0.25777	0.474407	6.16906	-1.11198	-45.6616	179.012	-5.03961	3.87592	-1.88892	2.56893	
388	0.119265	-0.650188	-1.15985	6.1088	-20.8474	13.7804	0.261159	0.471222	6.16321	-1.13681	-46.5217	185.709	-5.04887	3.93898	-3.07894	2.64449	
389	0.170189	-0.670532	-1.14519	6.10856	-20.875	13.9601	0.240342	0.480855	6.20845	-0.896602	-41.3231	189.463	-6.02894	3.90923	-3.00338	3.62673	
390	0.174773	-0.690866	-1.1304	6.10401	-20.8647	14.0799	0.241612	0.478874	6.20749	-1.31359	-34.6079	182.193	-6.0799	3.95654	-1.02002	4.91119	
391	0.221113	-0.711221	-1.11551	6.09522	-20.8811	14.1749	0.222745	0.486581	6.24836	-1.92785	-33.4446	169.757	-7.17244	3.90156	-0.982238	4.98675	
392	0.234879	-0.731625	-1.10047	6.09379	-20.9343	14.3173	0.219608	0.486621	6.25677	-1.72024	-36.1238	161.753	-7.54666	3.92346	-2.72004	2.39893	
393	0.239462	-0.752048	-1.08525	6.08062	-20.9563	14.4844	0.22093	0.484614	6.25614	-3.29535	-30.9789	158.987	-7.63024	3.97536	-3.07894	2.19115	
394	0.257757	-0.772455	-1.06985	6.07208	-20.9439	14.6663	0.215589	0.485602	6.26944	-4.09572	-23.619	162.411	-8.1165	3.98508	-1.62447	2.55004	
395	0.257757	-0.792855	-1.05426	6.07208	-20.9339	14.8383	0.219104	0.482596	6.26463	-3.89555	-20.204	165.241	-8.02965	4.05285	-0.623344	4.11785	
396	0.206833	-0.813277	-1.03853	6.07031	-20.9542	14.9684	0.246697	0.467588	6.20901	-4.04847	-21.1097	159.888	-6.56747	4.25501	-1.83225	4.64674	
397	0.262287	-0.833696	-1.02264	6.05041	-20.9577	15.1118	0.22384	0.477462	6.25993	-5.83813	-17.2933	153.625	-8.0279	4.16848	-2.68227	2.72004	
398	0.215946	-0.854067	-1.00656	6.02713	-20.9135	15.3067	0.248953	0.463332	6.20931	-8.16662	-6.60856	152.633	-6.62268	4.36549	-2.21004	0.812236	
399	0.220476	-0.874397	-0.990247	6.00547	-20.8629	15.519	0.250047	0.461213	6.20981	-10.3094	1.21185	155.893	-6.62427	4.42522	-1.19002	1.0578	
400	0.220476	-0.894733	-0.973717	5.9887	-20.8663	15.7288	0.253192	0.457947	6.20601	-11.5306	-0.159684	164.891	-6.55978	4.49599	-2.85227	2.70116	
401	0.174136	-0.915076	-0.956987	5.97708	-20.8782	15.9183	0.277074	0.442294	6.15605	-11.8142	0.291937	174.348	-5.57271	4.6464	-4.76008	4.13673	
402	0.178666	-0.935392	-0.94009	5.94885	-20.8519	16.0784	0.277965	0.440107	6.15717	-14.4943	8.23964	176.103	-5.58775	4.70138	-4.60896	3.36228	
403	0.178666	-0.955667	-0.923003	5.9407	-20.8119	16.2582	0.280804	0.436661	6.15398	-13.9926	14.44	177.38	-5.51953	4.76351	-3.43783	1.19002	
404	0.178666	-0.975934	-0.905725	5.91958	-20.796	16.4388	0.283587	0.433197	6.15099	-15.2502	14.7848	177.248	-5.46342	4.82725	-5.76121	2.05892	
405	0.229589	-0.996198	-0.888251	5.90314	-20.7975	16.6266	0.26407	0.443732	6.19912	-16.8935	13.6449	178.827	-6.37566	4.8133	-7.82013	3.62673	
406	0.292369	-1.01644	-0.870595	5.85952	-20.7769	16.8003	0.238759	0.456258	6.25932	-21.0792	17.7327	183.191	-7.90864	4.73427	-7.80124	4.79786	
407	0.287839	-1.03662	-0.852746	5.86299	-20.7087	16.9858	0.243793	0.45199	6.25246	-18.7428	24.9047	187.391	-7.61437	4.81749	-6.89456	3.38117	
408	0.338763	-1.05674	-0.834726	5.80811	-20.65	17.1484	0.223535	0.460777	0.0180975	-21.9019	26.3477	184.171	-9.23893	4.7205	-6.59233	1.90781	
409	0.334233	-1.07682	-0.816543	5.7461	-20.6174	17.3006	0.228611	0.456692	0.0116629	-25.9366	24.5511	178.16	-8.82882	4.81843	-8.02791	2.87116	
410	0.338763	-1.09685	-0.798208	5.7159	-20.561	17.446	0.229482	0.454659	0.0144996	-27.2799	30.5293	171.714	-8.79626	4.87544	-8.70792	5.38342	
411	0.394217	-1.1168	-0.779708	5.68766	-20.4809	17.601	0.206968	0.463782	0.0685047	-28.9418	39.7285	168.27	-11.4006	4.68058	-7.21567	6.83789	
412	0.394217	-1.13667	-0.761011	5.66893	-20.392	17.7854	0.209938	0.460891	0.0673329	-27.9918	45.9908	170.708	-11.0483	4.77167	-5.85565	3.3245	
413	0.394217	-1.1565	-0.742153	5.60346	-20.3438	17.9377	0.212846	0.457988	0.0663651	-33.7241	46.8074	167.942	-10.6929	4.86405	-6.17677	2.15337	
414	0.394217	-1.17628	-0.72316	5.50466	-20.3052	18.0643	0.215691	0.455069	0.0655731	-41.4919	49.0802	162.545	-10.309	4.95692	-7.82013	3.41895	
415	0.398747	-1.19601	-0.704049	5.39439	-20.2476	18.1736	0.21642	0.453124	0.0694878	-50.8752	54.9877	154.702	-10.1479	5.02445	-7.82013	6.04454	
416	0.40271	-1.21565	-0.684779	5.23706	-20.1655	18.327	0.217357	0.451076	0.0730754	-62.2458	61.1367	152.668	-9.8434	5.10908	-7.6879	4.77897	
417	0.40271	-1.23525	-0.665351	5.06419	-20.1114	18.4759	0.220025	0.44817	0.0729076	-79.8799	59.7321	149.018	-9.33457	5.21438	-7.02678	1.96448	
418	0.40724	-1.25481	-0.645801	4.95928	-20.0767	18.5912	0.220611	0.446252	0.0774264	-84.883	57.3387	144.276	-9.17797	5.28299	-9.29349	1.83225	
419	0.41177	-1.27431	-0.626149	4.86301	-20.0208	18.6877	0.221151	0.444339	0.0821059	-88.309	59.6612	138.709	-8.99115	5.34766	-9.31238	4.62785	
420	0.41177	-1.29373	-0.606375	4.73146	-19.9349	18.8034	0.223642	0.441436	0.0824607	-98.4437	62.6132	135.742	-8.4857	5.43789	-8.80237	4.64674	
421	0.423059	-1.31306	-0.586428	4.51827	-19.8379	18.9706	0.221095	0.441075	0.094369	-116.94	64.2979	136.951	-8.37223	5.50647	-9.06682	2.72004	
422	0.423059	-1.33233	-0.56636	4.38672	-19.7818	19.0875	0.223477	0.438215	0.0951648	-128.221	61.0207	130.209	-7.88198	5.59683	-9.63349	2.15337	
423	0.442046	-1.35153	-0.546193	4.27932	-19.7126	19.178	0.217482	0.439563	0.115115	-132.414	63.1165	124.034	-8.24934	5.6138	-10.6346	3.34339	
424	0.453335	-1.37065	-0.52593	4.14618	-19.6279	19.2729	0.214831	0.439204	0.12755	-135.847	67.7263	120.861	-8.18408	5.66376	-9.93572	5.02453	
425	0.464624	-1.38966	-0.505487	3.92267	-19.5132	19.4441	0.212136	0.438871	0.140274	-147.172	73.4357	127.051	-20.1458	4.62723	-8.34903	3.26783	
426	0.467793	-1.40856	-0.484892	3.786	-19.4058	19.5916	0.212952	0.436842	0.145134	-145.107	75.9707	126.456	-20.4767	4.64533	-8.46236	2.11559	
427	0.486781	-1.42738	-0.464206	3.63768	-19.3115	19.6781	0.206804	0.438156	0.165992	-142.651	79.9915	120.216	-22.913	4.48234	-8.78348	4.17451	
428	0.50331	-1.44609	-0.443421	3.47823	-19.2039	19.7684	0.201684	0.438916	0.184599	-148.105	87.2778	117.718	-25.5471	4.3014	-9.82238	6.32788	
429	0.51984	-1.46468	-0.422446	3.31878	-19.0811	19.9519	0.196512	0.439665	0.203514	-154.423	93.9616	126.421	-29.1487	4.04716	-8.9157	3.64562	
430	0.51984	-1.48313	-0.401261	3.07204	-18.947	20.1551	0.198535	0.437189	0.206246	-165.942	98.7874	135.173	-26.8588	4.28904	-7.83902	1.83225	
431	0.51984	-1.50145	-0.37993	2.8883	-18.8132	20.292	0.200475	0.434749	0.209254	-162.996	102.473	132.144	-24.8177	4.4867	-7.91457	3.34339	
432	0.536989	-1.51963	-0.358468	2.53918	-18.6636	20.4141	0.194886	0.435759	0.229692	-184.754	111.816	132.658	-28.2797	4.22532	-10.2946	4.53341	
433	0.539061	-1.53766	-0.336807	2.39086	-18.5177	20.6088	0.195795	0.433853	0.235391	-188.846	119.493	143.081	-26.3658	4.39002	-11.9191	0.358895	
434	0.527772	-1.55556	-0.314922	2.10457	-18.3762	20.8213	0.202378	0.429344	0.22809	-204.161	125.174	154.84	-20.3355	4.91973	-13.0147	0.642233	
435	0.533013	-1.57336	-0.292893	2.11715	-18.2744	20.9569	0.201756	0.428168	0.237561	-180.552	123.881	151.282	-19.7099	4.94072	-13.6191	2.13448	
436	0.518555	-1.59108	-0.270733	1.90866	-18.1968	21.0769	0.209449	0.422971	0.227537	-187.734	120.897	148.528	-15.4224	5.32594	-14.5825	3.26783	
437	0.504098	-1.60873	-0.248356	1.70017	-18.12	21.2835	0.216953	0.417686	0.217812	-193.751	119.15	160.54	-12.5784	5.60242	-15.848	1.79447	
438	0.487568	-1.62628	-0.22574	1.49168	-18.0295	21.5154	0.225121	0.411857	0.20634	-198.655	117.435	174.699	-10.4727	5.82191	-15.8291	-0.793346	
439	0.471038	-1.64373	-0.202953	1.28318	-17.9176	21.6743	0.233075	0.405923	0.195149	-203.56	116.353	172.24	-8.98617	5.97804	-14.0158	1.11446	
440	0.488187	-1.66109	-0.179997	1.1808	-17.8185	21.8356	0.227213	0.407767	0.2179	-189.125	112.851	168.048	-8.55878	5.97198	-13.2224	1.83225	
441	0.494048	-1.67835	-0.156807	1.09707	-17.7273	22.0645	0.225882	0.407058	0.229683	-179.123	108.591	177.246	-7.68036	6.01853	-12.4291	2.24781	
442	0.494048	-1.69557	-0.133392	1.09707	-17.6738	22.2769	0.226867	0.405064	0.23588	-144.211	98.9752	186.282	-6.73342	6.07489	-15.0169	1.32224	
443	0.494667	-1.71274	-0.109848	0.907389	-17.6247	22.3949	0.227528	0.40323	0.242872	-148.347	89.2947	178.61	-5.77417	6.14621	-14.1291	4.66563	
444	0.511197	-1.72989	-0.0861528	0.621994	-17.6033	22.5398	0.221702	0.404991	0.265949	-148.258	77.2939	171.856	-4.40261	6.19784	-15.2247	4.1934	
445	0.511816	-1.747	-0.0622876	0.15474	-17.5574	22.7067	0.222245	0.403211	0.273328	-196.241	71.7013	174.976	-3.2982	6.32095	-14.5258	2.4556	
446	0.528346	-1.76405	-0.0382945	-0.130655	-17.5074	22.8264	0.216297	0.404947	0.296799	-203.931	68.9434	174.952	-1.19685	6.39963	-16.2069	5.93121	
447	0.545495	-1.78106	-0.0142674	-0.389416	-17.4547	22.852	0.210029	0.406728	0.320967	-208.958	66.5251	156.851	2.04971	6.49404	-16.4525	6.57344	
448	0.562644	-1.79804	0.00983275	-0.648178	-17.4276	22.925	0.203692	0.408414	0.345236	-213.985	60.1964	140.963	6.89862	6.70546	-15.1302	1.20891	
449	0.579794	-1.81502	0.0339904	-0.90694	-17.4254	22.9847	0.19729	0.40999	0.369562	-219.012	49.219	131.046	14.2857	7.12164	-11.8435	4.94897	
450	0.579794	-1.83199	0.0581379	-1.18452	-17.4223	22.9692	0.197858	0.408111	0.376734	-236.531	39.6222	113.357	15.1037	7.22786	-9.82238	4.36341	
451	0.579794	-1.84895	0.0822455	-1.46209	-17.4002	22.9313	0.198361	0.40621	0.383887	-255.916	32.705	86.6833	15.7757	7.32031	-7.44234	2.81449	
452	0.579174	-1.86585	0.106349	-1.91099	-17.3424	22.9347	0.199044	0.404186	0.390474	-300.806	33.1395	65.7729	15.8065	7.38127	-6.479	3.94784	
453	0.578555	-1.88267	0.130444	-2.35989	-17.2757	22.9288	0.199651	0.402166	0.397121	-326.728	34.8994	53.3835	15.6855	7.42328	-5.28898	4.49563	
454	0.577263	-1.89942	0.154456	-2.49293	-17.1899	22.8471	0.200457	0.400006	0.403093	-311.493	41.3319	30.7235	15.8464	7.4588	-3.00338	5.66676	
455	0.575351	-1.9161	0.178411	-2.65261	-17.1229	22.7876	0.201436	0.397718	0.408456	-280.735	43.448	8.09738	15.7779	7.48519	-0.188892	5.27009	
456	0.571374	-1.9327	0.202312	-2.62598	-17.0377	22.7441	0.203154	0.395014	0.411783	-249.532	46.9755	-8.23224	15.4667	7.48408	1.73781	8.02791	
